Z,A,E,Yield,Error
-0.1125,-0.1,0.4,0.073994153,0.004735627
-0.1125,-0.083333333,0.4,0.041266435,0.003125352
-0.1125,-0.066666667,0.4,0.022548083,0.001443073
-0.1125,-0.05,0.4,0.005154644,0.000329898
-0.1125,-0.033333333,0.4,0.00212441,0.000135963
-0.1125,-0.016666667,0.4,0.000428448,2.74E-05
-0.1125,-2.22E-16,0.4,6.15E-05,3.94E-06
-0.1125,0.016666667,0.4,6.29E-06,4.03E-07
-0.1125,0.033333333,0.4,5.02E-07,3.21E-08
-0.1125,0.05,0.4,1.43E-08,9.14E-10
-0.1125,0.066666667,0.4,9.94E-10,6.36E-11
-0.1125,0.083333333,0.4,0,0
-0.1125,0.1,0.4,4.82E-13,3.09E-14
-0.075,-0.3,0.4,0,0
-0.075,-0.283333333,0.4,3.34E-10,1.91E-11
-0.075,-0.266666667,0.4,1.11E-08,5.94E-10
-0.075,-0.25,0.4,2.66E-08,1.57E-09
-0.075,-0.233333333,0.4,1.66E-06,9.14E-08
-0.075,-0.216666667,0.4,6.87E-07,2.07E-08
-0.075,-0.2,0.4,4.50E-05,2.41E-06
-0.075,-0.183333333,0.4,0.000271152,1.74E-05
-0.075,-0.166666667,0.4,0.001375142,7.60E-05
-0.075,-0.15,0.4,0.005842578,0.000264406
-0.075,-0.133333333,0.4,0.016595324,0.000949698
-0.075,-0.116666667,0.4,0.038864723,0.002487333
-0.075,-0.1,0.4,0.06236409,0.004913465
-0.075,-0.083333333,0.4,0.092990072,0.005951361
-0.075,-0.066666667,0.4,0.078854664,0.006147077
-0.075,-0.05,0.4,0.045118416,0.002887591
-0.075,-0.033333333,0.4,0.034295212,0.002639508
-0.075,-0.016666667,0.4,0.018092012,0.001157891
-0.075,-2.22E-16,0.4,0.005979769,0.000382704
-0.075,0.016666667,0.4,0.001438241,9.20E-05
-0.075,0.033333333,0.4,0.000267586,1.71E-05
-0.075,0.05,0.4,3.39E-05,2.17E-06
-0.075,0.066666667,0.4,3.16E-06,2.02E-07
-0.075,0.083333333,0.4,2.05E-07,1.31E-08
-0.075,0.1,0.4,9.67E-09,6.18E-10
-0.075,0.116666667,0.4,5.73E-10,3.66E-11
-0.075,0.133333333,0.4,0,0
-0.075,0.15,0.4,0,0
-0.075,0.166666667,0.4,0,0
-0.0375,-0.266666667,0.4,4.45E-13,2.84E-14
-0.0375,-0.25,0.4,2.47E-11,1.57E-12
-0.0375,-0.233333333,0.4,3.21E-10,2.05E-11
-0.0375,-0.216666667,0.4,2.36E-09,1.51E-10
-0.0375,-0.2,0.4,3.34E-08,2.13E-09
-0.0375,-0.183333333,0.4,4.76E-07,2.49E-08
-0.0375,-0.166666667,0.4,5.61E-06,3.59E-07
-0.0375,-0.15,0.4,5.61E-05,2.93E-06
-0.0375,-0.133333333,0.4,0.000361227,2.31E-05
-0.0375,-0.116666667,0.4,0.001924421,0.000100417
-0.0375,-0.1,0.4,0.007371498,0.000471776
-0.0375,-0.083333333,0.4,0.019404924,0.001494354
-0.0375,-0.066666667,0.4,0.047250486,0.003024041
-0.0375,-0.05,0.4,0.064131071,0.004951329
-0.0375,-0.033333333,0.4,0.092560662,0.005923892
-0.0375,-0.016666667,0.4,0.072778927,0.005510833
-0.0375,-2.22E-16,0.4,0.06314465,0.004041253
-0.0375,0.016666667,0.4,0.033922729,0.002171059
-0.0375,0.033333333,0.4,0.014082561,0.000901285
-0.0375,0.05,0.4,0.004153182,0.000265803
-0.0375,0.066666667,0.4,0.000937019,6.00E-05
-0.0375,0.083333333,0.4,0.000147901,9.47E-06
-0.0375,0.1,0.4,1.74E-05,1.11E-06
-0.0375,0.116666667,0.4,1.36E-06,8.72E-08
-0.0375,0.133333333,0.4,1.05E-07,6.73E-09
-0.0375,0.15,0.4,6.07E-09,3.89E-10
-0.0375,0.166666667,0.4,8.91E-10,5.70E-11
-0.0375,0.183333333,0.4,0,0
-0.0375,0.2,0.4,6.15E-13,3.92E-14
-0.0375,0.216666667,0.4,0,0
-3.75E-10,-0.216666667,0.4,0,0
-3.75E-10,-0.2,0.4,2.22E-12,1.20E-13
-3.75E-10,-0.183333333,0.4,7.60E-11,4.51E-12
-3.75E-10,-0.166666667,0.4,2.13E-09,1.15E-10
-3.75E-10,-0.15,0.4,5.13E-08,3.04E-09
-3.75E-10,-0.133333333,0.4,7.83E-07,4.20E-08
-3.75E-10,-0.116666667,0.4,9.91E-06,5.87E-07
-3.75E-10,-0.1,0.4,9.52E-05,6.09E-06
-3.75E-10,-0.083333333,0.4,0.000645403,3.83E-05
-3.75E-10,-0.066666667,0.4,0.002651935,0.000206733
-3.75E-10,-0.05,0.4,0.007090887,0.000420328
-3.75E-10,-0.033333333,0.4,0.027836908,0.00137919
-3.75E-10,-0.016666667,0.4,0.054883199,0.003253312
-3.75E-10,-2.22E-16,0.4,0.083879557,0.004800145
-3.75E-10,0.016666667,0.4,0.08895371,0.00525439
-3.75E-10,0.033333333,0.4,0.08389125,0.004214494
-3.75E-10,0.05,0.4,0.054374101,0.003479948
-3.75E-10,0.066666667,0.4,0.028187136,0.001649633
-3.75E-10,0.083333333,0.4,0.010446894,0.000668601
-3.75E-10,0.1,0.4,0.002926871,0.000187319
-3.75E-10,0.116666667,0.4,0.000559979,3.58E-05
-3.75E-10,0.133333333,0.4,0.000106353,6.81E-06
-3.75E-10,0.15,0.4,1.44E-05,9.23E-07
-3.75E-10,0.166666667,0.4,3.53E-06,2.26E-07
-3.75E-10,0.183333333,0.4,1.34E-07,8.57E-09
-3.75E-10,0.2,0.4,1.46E-08,9.34E-10
-3.75E-10,0.216666667,0.4,9.00E-10,5.76E-11
-3.75E-10,0.233333333,0.4,0,0
-3.75E-10,0.25,0.4,0,0
0.0375,-0.166666667,0.4,0,0
0.0375,-0.15,0.4,4.25E-12,2.72E-13
0.0375,-0.133333333,0.4,1.54E-10,9.93E-12
0.0375,-0.116666667,0.4,4.79E-09,2.67E-10
0.0375,-0.1,0.4,1.73E-08,5.56E-10
0.0375,-0.083333333,0.4,1.86E-06,1.04E-07
0.0375,-0.066666667,0.4,2.06E-05,1.32E-06
0.0375,-0.05,0.4,0.061910538,0.001792476
0.0375,-0.033333333,0.4,0.00099004,6.34E-05
0.0375,-0.016666667,0.4,0.004287438,0.000239315
0.0375,-2.22E-16,0.4,0.014391857,0.000921078
0.0375,0.016666667,0.4,0.035373794,0.001902355
0.0375,0.033333333,0.4,0.064501282,0.004128077
0.0375,0.05,0.4,0.085645817,0.004605872
0.0375,0.066666667,0.4,0.099773076,0.00638548
0.0375,0.083333333,0.4,0.069828168,0.005379027
0.0375,0.1,0.4,0.051920722,0.003322914
0.0375,0.116666667,0.4,0.021664843,0.001674869
0.0375,0.133333333,0.4,0.010338978,0.000661695
0.0375,0.15,0.4,0.003150423,0.000201628
0.0375,0.166666667,0.4,0.001288478,8.25E-05
0.0375,0.183333333,0.4,0.000318303,2.04E-05
0.0375,0.2,0.4,3.09E-05,1.97E-06
0.0375,0.216666667,0.4,2.14E-06,1.37E-07
0.0375,0.233333333,0.4,8.28E-08,5.30E-09
0.0375,0.25,0.4,3.40E-09,2.18E-10
0.0375,0.266666667,0.4,3.20E-11,2.04E-12
0.0375,0.283333333,0.4,0,0
0.0375,0.3,0.4,0,0
0.075,-0.133333333,0.4,0,0
0.075,-0.116666667,0.4,1.64E-13,1.05E-14
0.075,-0.1,0.4,1.24E-11,7.09E-13
0.075,-0.083333333,0.4,4.97E-10,2.84E-11
0.075,-0.066666667,0.4,1.37E-08,6.24E-10
0.075,-0.05,0.4,1.76E-07,1.01E-08
0.075,-0.033333333,0.4,3.59E-06,1.55E-07
0.075,-0.016666667,0.4,3.59E-05,2.06E-06
0.075,-2.22E-16,0.4,0.000279711,1.21E-05
0.075,0.016666667,0.4,0.001568622,8.99E-05
0.075,0.033333333,0.4,0.006240035,0.000269316
0.075,0.05,0.4,0.018709335,0.001071715
0.075,0.066666667,0.4,0.046115438,0.00199032
0.075,0.083333333,0.4,0.081900042,0.004691423
0.075,0.1,0.4,0.112336204,0.005328474
0.075,0.116666667,0.4,0.108930692,0.006239802
0.075,0.133333333,0.4,0.109175619,0.005178578
0.075,0.15,0.4,0.071110745,0.003422681
0.075,0.166666667,0.4,0.047357955,0.002246351
0.075,0.183333333,0.4,0.02522647,0.001192069
0.075,0.2,0.4,0.006147067,0.000277911
0.075,0.216666667,0.4,0.001085603,5.32E-05
0.075,0.233333333,0.4,0.00011674,7.47E-06
0.075,0.25,0.4,8.07E-06,5.17E-07
0.075,0.266666667,0.4,3.49E-07,2.24E-08
0.075,0.283333333,0.4,1.10E-08,7.06E-10
0.075,0.3,0.4,2.07E-10,1.32E-11
0.075,0.316666667,0.4,0,0
0.075,0.333333333,0.4,0,0
0.1125,-0.083333333,0.4,0,0
0.1125,-0.066666667,0.4,7.70E-13,4.93E-14
0.1125,-0.05,0.4,2.49E-11,1.59E-12
0.1125,-0.033333333,0.4,1.21E-09,7.77E-11
0.1125,-0.016666667,0.4,2.87E-08,1.59E-09
0.1125,-2.22E-16,0.4,5.39E-07,3.46E-08
0.1125,0.016666667,0.4,7.19E-06,4.01E-07
0.1125,0.033333333,0.4,6.57E-05,4.21E-06
0.1125,0.05,0.4,0.000455642,2.45E-05
0.1125,0.066666667,0.4,0.002604713,0.000166701
0.1125,0.083333333,0.4,0.010460683,0.000562558
0.1125,0.1,0.4,0.031757769,0.002032493
0.1125,0.116666667,0.4,0.08875343,0.002543775
0.1125,0.133333333,0.4,0.144102157,0.004611267
0.1125,0.15,0.4,0.192667955,0.005522078
0.1125,0.166666667,0.4,0.212076777,0.011384444
0.1125,0.183333333,0.4,0.219701771,0.011612423
0.1125,0.2,0.4,0.127076937,0.006821592
0.1125,0.216666667,0.4,0.057140106,0.003072894
0.1125,0.233333333,0.4,0.015666581,0.001002658
0.1125,0.25,0.4,0.002948719,0.000188718
0.1125,0.266666667,0.4,0.000344638,2.21E-05
0.1125,0.283333333,0.4,2.62E-05,1.68E-06
0.1125,0.3,0.4,1.42E-06,9.09E-08
0.1125,0.316666667,0.4,4.89E-08,3.13E-09
0.1125,0.333333333,0.4,1.67E-09,1.07E-10
0.1125,0.35,0.4,0,0
0.1125,0.366666667,0.4,0,0
0.15,-0.033333333,0.4,0,0
0.15,-0.016666667,0.4,2.07E-12,1.32E-13
0.15,-2.22E-16,0.4,9.48E-11,4.76E-12
0.15,0.016666667,0.4,3.09E-09,1.98E-10
0.15,0.033333333,0.4,6.69E-08,3.35E-09
0.15,0.05,0.4,1.11E-06,7.10E-08
0.15,0.066666667,0.4,1.54E-05,6.88E-07
0.15,0.083333333,0.4,0.000148211,9.49E-06
0.15,0.1,0.4,0.001056704,4.33E-05
0.15,0.116666667,0.4,0.005122449,0.000327835
0.15,0.133333333,0.4,0.024523711,0.000935676
0.15,0.15,0.4,0.06831069,0.004371887
0.15,0.166666667,0.4,0.111947403,0.005116977
0.15,0.183333333,0.4,0.183711437,0.01124383
0.15,0.2,0.4,0.317229441,0.010462339
0.15,0.216666667,0.4,0.33332889,0.010666529
0.15,0.233333333,0.4,0.223635246,0.010380302
0.15,0.25,0.4,0.1083571,0.006934865
0.15,0.266666667,0.4,0.032753777,0.001758247
0.15,0.283333333,0.4,0.006428125,0.000411399
0.15,0.3,0.4,0.000892835,5.71E-05
0.15,0.316666667,0.4,7.98E-05,5.11E-06
0.15,0.333333333,0.4,6.77E-06,4.34E-07
0.15,0.35,0.4,3.74E-07,2.39E-08
0.15,0.366666667,0.4,7.16E-09,4.59E-10
0.15,0.383333333,0.4,7.72E-10,4.94E-11
0.15,0.4,0.4,0,0
0.15,0.416666667,0.4,0,0
0.1875,0.016666667,0.4,0,0
0.1875,0.033333333,0.4,6.13E-12,3.92E-13
0.1875,0.05,0.4,2.50E-10,1.39E-11
0.1875,0.066666667,0.4,8.62E-09,5.51E-10
0.1875,0.083333333,0.4,2.07E-07,1.15E-08
0.1875,0.1,0.4,3.58E-06,2.29E-07
0.1875,0.116666667,0.4,4.18E-05,2.33E-06
0.1875,0.133333333,0.4,0.000477037,3.05E-05
0.1875,0.15,0.4,0.002864076,0.000154025
0.1875,0.166666667,0.4,0.00770204,0.00049293
0.1875,0.183333333,0.4,0.034534245,0.001857203
0.1875,0.2,0.4,0.103601014,0.006630465
0.1875,0.216666667,0.4,0.225744387,0.00647005
0.1875,0.233333333,0.4,0.394695404,0.006315132
0.1875,0.25,0.4,0.462261846,0.013248909
0.1875,0.266666667,0.4,0.338177312,0.010821679
0.1875,0.283333333,0.4,0.161900252,0.005180817
0.1875,0.3,0.4,0.055043924,0.003522811
0.1875,0.316666667,0.4,0.012294576,0.000786853
0.1875,0.333333333,0.4,0.002534936,0.000162237
0.1875,0.35,0.4,0.000342623,2.19E-05
0.1875,0.366666667,0.4,1.70E-05,1.09E-06
0.1875,0.383333333,0.4,1.83E-06,1.17E-07
0.1875,0.4,0.4,8.57E-08,5.48E-09
0.1875,0.416666667,0.4,5.13E-09,3.27E-10
0.1875,0.433333333,0.4,0,0
0.1875,0.45,0.4,0,0
0.225,0.066666667,0.4,0,0
0.225,0.083333333,0.4,2.58E-11,1.65E-12
0.225,0.1,0.4,0,0
0.225,0.116666667,0.4,3.27E-08,2.10E-09
0.225,0.133333333,0.4,9.17E-07,5.87E-08
0.225,0.15,0.4,1.25E-05,8.02E-07
0.225,0.166666667,0.4,5.61E-05,3.59E-06
0.225,0.183333333,0.4,0.000548041,3.51E-05
0.225,0.2,0.4,0.004025117,0.000216073
0.225,0.216666667,0.4,0.018630434,0.001192349
0.225,0.233333333,0.4,0.120898456,0.005624068
0.225,0.25,0.4,0.256864373,0.01175787
0.225,0.266666667,0.4,0.43822312,0.008221838
0.225,0.283333333,0.4,0.485955376,0.007775295
0.225,0.3,0.4,0.379812414,0.01019437
0.225,0.316666667,0.4,0.199852128,0.006395255
0.225,0.333333333,0.4,0.079223964,0.005070338
0.225,0.35,0.4,0.030400674,0.001945653
0.225,0.366666667,0.4,0.003634432,0.000232604
0.225,0.383333333,0.4,0.000408691,2.62E-05
0.225,0.4,0.4,0.000112554,7.20E-06
0.225,0.416666667,0.4,1.22E-05,7.79E-07
0.225,0.433333333,0.4,1.19E-07,7.63E-09
0.225,0.45,0.4,9.19E-09,5.88E-10
0.225,0.466666667,0.4,3.95E-10,2.53E-11
0.225,0.483333333,0.4,0,0
0.225,0.5,0.4,0,0
0.2625,0.116666667,0.4,2.30E-12,1.32E-13
0.2625,0.133333333,0.4,1.61E-10,1.03E-11
0.2625,0.15,0.4,5.13E-09,2.93E-10
0.2625,0.166666667,0.4,3.89E-08,2.49E-09
0.2625,0.183333333,0.4,8.52E-07,4.76E-08
0.2625,0.2,0.4,1.60E-05,1.02E-06
0.2625,0.216666667,0.4,0.000171776,9.24E-06
0.2625,0.233333333,0.4,0.001989408,0.000141465
0.2625,0.25,0.4,0.026652271,0.001433319
0.2625,0.266666667,0.4,0.07404189,0.003974624
0.2625,0.283333333,0.4,0.224819018,0.005941436
0.2625,0.3,0.4,0.336654846,0.010772994
0.2625,0.316666667,0.4,0.415304287,0.004568341
0.2625,0.333333333,0.4,0.41017793,0.004511951
0.2625,0.35,0.4,0.290988574,0.003200901
0.2625,0.366666667,0.4,0.141492192,0.000848953
0.2625,0.383333333,0.4,0.040390123,0.000444293
0.2625,0.4,0.4,0.014089695,0.000901742
0.2625,0.416666667,0.4,0.002713447,0.000122797
0.2625,0.433333333,0.4,0.000283281,1.81E-05
0.2625,0.45,0.4,2.19E-05,1.40E-06
0.2625,0.466666667,0.4,9.40E-07,6.02E-08
0.2625,0.483333333,0.4,9.45E-09,6.05E-10
0.2625,0.5,0.4,4.06E-10,2.59E-11
0.2625,0.516666667,0.4,0,0
0.2625,0.533333333,0.4,0,0
0.3,0.166666667,0.4,0,0
0.3,0.183333333,0.4,1.21E-10,7.74E-12
0.3,0.2,0.4,0,0
0.3,0.216666667,0.4,1.70E-07,1.09E-08
0.3,0.233333333,0.4,6.77E-06,4.34E-07
0.3,0.25,0.4,0.000129142,8.27E-06
0.3,0.266666667,0.4,0.001408165,6.54E-05
0.3,0.283333333,0.4,0.009385538,0.00042962
0.3,0.3,0.4,0.03503769,0.001601526
0.3,0.316666667,0.4,0.14691347,0.00470124
0.3,0.333333333,0.4,0.206304452,0.010364199
0.3,0.35,0.4,0.36653904,0.011729245
0.3,0.366666667,0.4,0.40370822,0.012918683
0.3,0.383333333,0.4,0.340382264,0.010892197
0.3,0.4,0.4,0.205318184,0.006570199
0.3,0.416666667,0.4,0.087631808,0.005608436
0.3,0.433333333,0.4,0.022953868,0.001469047
0.3,0.45,0.4,0.004444025,0.000284417
0.3,0.466666667,0.4,0.000512694,3.28E-05
0.3,0.483333333,0.4,2.25E-05,1.44E-06
0.3,0.5,0.4,1.64E-06,1.05E-07
0.3,0.516666667,0.4,1.93E-08,1.24E-09
0.3,0.533333333,0.4,7.78E-10,4.99E-11
0.3,0.55,0.4,9.30E-11,5.94E-12
0.3,0.566666667,0.4,0,0
0.3375,0.216666667,0.4,1.91E-13,1.22E-14
0.3375,0.233333333,0.4,1.67E-09,1.07E-10
0.3375,0.25,0.4,8.97E-08,7.04E-09
0.3375,0.266666667,0.4,2.65E-06,1.70E-07
0.3375,0.283333333,0.4,4.62E-05,2.48E-06
0.3375,0.3,0.4,0.000435797,2.34E-05
0.3375,0.316666667,0.4,0.003331496,0.000179163
0.3375,0.333333333,0.4,0.015367022,0.00098349
0.3375,0.35,0.4,0.059144238,0.003785228
0.3375,0.366666667,0.4,0.148141325,0.006666365
0.3375,0.383333333,0.4,0.285162746,0.009125194
0.3375,0.4,0.4,0.351606207,0.011251428
0.3375,0.416666667,0.4,0.329911833,0.010557177
0.3375,0.433333333,0.4,0.204133872,0.006532292
0.3375,0.45,0.4,0.09388703,0.006008786
0.3375,0.466666667,0.4,0.027604184,0.001766679
0.3375,0.483333333,0.4,0.005005871,0.000320374
0.3375,0.5,0.4,0.000615791,3.94E-05
0.3375,0.516666667,0.4,4.60E-05,2.95E-06
0.3375,0.533333333,0.4,2.14E-06,1.37E-07
0.3375,0.55,0.4,2.21E-07,1.41E-08
0.3375,0.566666667,0.4,1.76E-09,1.13E-10
0.3375,0.583333333,0.4,6.58E-11,4.22E-12
0.3375,0.6,0.4,3.04E-13,1.95E-14
0.375,0.25,0.4,5.56E-12,3.57E-13
0.375,0.266666667,0.4,0,0
0.375,0.283333333,0.4,2.13E-08,1.36E-09
0.375,0.3,0.4,5.64E-07,3.54E-08
0.375,0.316666667,0.4,1.03E-05,6.57E-07
0.375,0.333333333,0.4,0.000114569,7.33E-06
0.375,0.35,0.4,0.001032829,6.61E-05
0.375,0.366666667,0.4,0.005178253,0.000331408
0.375,0.383333333,0.4,0.028867245,0.001847511
0.375,0.4,0.4,0.077646374,0.004969371
0.375,0.416666667,0.4,0.162216789,0.005190962
0.375,0.433333333,0.4,0.230528437,0.007376952
0.375,0.45,0.4,0.23926795,0.007656555
0.375,0.466666667,0.4,0.167930439,0.008695334
0.375,0.483333333,0.4,0.0749555,0.004797159
0.375,0.5,0.4,0.023141011,0.001481023
0.375,0.516666667,0.4,0.004477656,0.000286571
0.375,0.533333333,0.4,0.000551452,3.53E-05
0.375,0.55,0.4,4.92E-05,3.15E-06
0.375,0.566666667,0.4,3.24E-06,2.07E-07
0.375,0.583333333,0.4,1.56E-07,1.00E-08
0.375,0.6,0.4,4.03E-09,2.58E-10
0.375,0.616666667,0.4,1.05E-10,6.72E-12
0.375,0.633333333,0.4,0,0
0.375,0.65,0.4,0,0
0.4125,0.283333333,0.4,1.70E-14,1.08E-15
0.4125,0.3,0.4,0,0
0.4125,0.316666667,0.4,9.39E-11,6.01E-12
0.4125,0.333333333,0.4,7.21E-08,5.56E-09
0.4125,0.35,0.4,1.81E-06,9.73E-08
0.4125,0.366666667,0.4,2.54E-05,1.63E-06
0.4125,0.383333333,0.4,0.000269912,1.73E-05
0.4125,0.4,0.4,0.001890003,0.00012096
0.4125,0.416666667,0.4,0.009778399,0.000625817
0.4125,0.433333333,0.4,0.033530686,0.002145983
0.4125,0.45,0.4,0.079763313,0.005104848
0.4125,0.466666667,0.4,0.131759061,0.00843258
0.4125,0.483333333,0.4,0.137764157,0.006199403
0.4125,0.5,0.4,0.100767312,0.006449112
0.4125,0.516666667,0.4,0.047281986,0.003026064
0.4125,0.533333333,0.4,0.014522548,0.000929444
0.4125,0.55,0.4,0.002778919,0.000210436
0.4125,0.566666667,0.4,0.000561685,3.59E-05
0.4125,0.583333333,0.4,7.10E-05,4.54E-06
0.4125,0.6,0.4,4.81E-06,3.08E-07
0.4125,0.616666667,0.4,2.50E-07,1.59E-08
0.4125,0.633333333,0.4,9.91E-09,6.35E-10
0.4125,0.65,0.4,2.59E-10,1.65E-11
0.4125,0.666666667,0.4,4.93E-12,3.15E-13
0.4125,0.683333333,0.4,0,0
0.4125,0.7,0.4,0,0
0.45,0.333333333,0.4,0,0
0.45,0.35,0.4,2.90E-10,1.85E-11
0.45,0.366666667,0.4,1.02E-08,6.52E-10
0.45,0.383333333,0.4,2.66E-07,1.70E-08
0.45,0.4,0.4,4.71E-06,2.53E-07
0.45,0.416666667,0.4,6.19E-05,3.96E-06
0.45,0.433333333,0.4,0.000537498,3.25E-05
0.45,0.45,0.4,0.003168257,0.000202769
0.45,0.466666667,0.4,0.013035008,0.000834242
0.45,0.483333333,0.4,0.033003999,0.00211226
0.45,0.5,0.4,0.057144817,0.003270215
0.45,0.516666667,0.4,0.063338741,0.004053667
0.45,0.533333333,0.4,0.045546281,0.002914952
0.45,0.55,0.4,0.025041006,0.00160262
0.45,0.566666667,0.4,0.010183798,0.000651764
0.45,0.583333333,0.4,0.003192438,0.000204316
0.45,0.6,0.4,0.000548506,3.51E-05
0.45,0.616666667,0.4,7.04E-05,4.50E-06
0.45,0.633333333,0.4,7.18E-06,4.59E-07
0.45,0.65,0.4,4.74E-07,3.04E-08
0.45,0.666666667,0.4,2.25E-08,1.44E-09
0.45,0.683333333,0.4,5.81E-10,3.71E-11
0.45,0.7,0.4,1.31E-11,8.40E-13
0.45,0.716666667,0.4,6.98E-13,4.46E-14
0.45,0.733333333,0.4,0,0
0.4875,0.383333333,0.4,7.60E-13,4.86E-14
0.4875,0.4,0.4,1.08E-09,6.93E-11
0.4875,0.416666667,0.4,3.71E-08,2.38E-09
0.4875,0.433333333,0.4,8.55E-07,5.48E-08
0.4875,0.45,0.4,1.29E-05,8.28E-07
0.4875,0.466666667,0.4,0.00014046,8.99E-06
0.4875,0.483333333,0.4,0.000919189,5.88E-05
0.4875,0.5,0.4,0.004007297,0.000256466
0.4875,0.516666667,0.4,0.010776633,0.000689705
0.4875,0.533333333,0.4,0.018592295,0.001189909
0.4875,0.55,0.4,0.024057579,0.001539694
0.4875,0.566666667,0.4,0.022487709,0.001439211
0.4875,0.583333333,0.4,0.016424572,0.001051167
0.4875,0.6,0.4,0.006731846,0.000430838
0.4875,0.616666667,0.4,0.002026593,0.000129702
0.4875,0.633333333,0.4,0.000506958,3.24E-05
0.4875,0.65,0.4,8.22E-05,5.26E-06
0.4875,0.666666667,0.4,9.49E-06,6.07E-07
0.4875,0.683333333,0.4,6.15E-07,3.92E-08
0.4875,0.7,0.4,3.46E-08,2.21E-09
0.4875,0.716666667,0.4,1.65E-09,1.06E-10
0.4875,0.733333333,0.4,4.14E-11,2.66E-12
0.4875,0.75,0.4,8.62E-13,5.51E-14
0.4875,0.766666667,0.4,0,0
0.525,0.433333333,0.4,1.24E-10,7.95E-12
0.525,0.45,0.4,4.93E-09,3.15E-10
0.525,0.466666667,0.4,1.46E-07,9.34E-09
0.525,0.483333333,0.4,2.57E-06,1.65E-07
0.525,0.5,0.4,1.65E-06,8.88E-08
0.525,0.516666667,0.4,0.000209605,1.34E-05
0.525,0.533333333,0.4,0.000139995,8.96E-06
0.525,0.55,0.4,0.002945153,0.000188491
0.525,0.566666667,0.4,0.006483491,0.000298267
0.525,0.583333333,0.4,0.01095726,0.000701266
0.525,0.6,0.4,0.010306265,0.000618216
0.525,0.616666667,0.4,0.00688471,0.000440621
0.525,0.633333333,0.4,0.003972879,0.000254264
0.525,0.65,0.4,0.00149033,9.54E-05
0.525,0.666666667,0.4,0.00039859,2.55E-05
0.525,0.683333333,0.4,6.25E-05,4.00E-06
0.525,0.7,0.4,8.46E-06,5.42E-07
0.525,0.716666667,0.4,9.97E-07,6.38E-08
0.525,0.733333333,0.4,6.15E-08,3.92E-09
0.525,0.75,0.4,3.10E-09,1.99E-10
0.525,0.766666667,0.4,1.13E-10,7.23E-12
0.525,0.783333333,0.4,2.61E-12,1.67E-13
0.525,0.8,0.4,8.42E-14,5.39E-15
0.5625,0.466666667,0.4,1.37E-11,8.79E-13
0.5625,0.483333333,0.4,6.69E-10,4.28E-11
0.5625,0.5,0.4,2.13E-08,1.36E-09
0.5625,0.516666667,0.4,4.12E-07,2.64E-08
0.5625,0.533333333,0.4,4.74E-06,3.04E-07
0.5625,0.55,0.4,3.98E-05,2.55E-06
0.5625,0.566666667,0.4,0.000220767,1.41E-05
0.5625,0.583333333,0.4,0.000779239,6.00E-05
0.5625,0.6,0.4,0.002047206,0.000131021
0.5625,0.616666667,0.4,0.003057407,0.000195674
0.5625,0.633333333,0.4,0.003974578,0.000254372
0.5625,0.65,0.4,0.003290734,0.000210607
0.5625,0.666666667,0.4,0.001926289,0.000123282
0.5625,0.683333333,0.4,0.000689277,4.41E-05
0.5625,0.7,0.4,0.000213324,1.37E-05
0.5625,0.716666667,0.4,5.88E-05,3.76E-06
0.5625,0.733333333,0.4,8.62E-06,5.52E-07
0.5625,0.75,0.4,1.03E-06,6.59E-08
0.5625,0.766666667,0.4,9.20E-08,5.90E-09
0.5625,0.783333333,0.4,5.25E-09,3.37E-10
0.5625,0.8,0.4,1.99E-10,1.28E-11
0.5625,0.816666667,0.4,6.93E-12,4.43E-13
0.5625,0.833333333,0.4,0,0
0.6,0.516666667,0.4,7.27E-11,4.65E-12
0.6,0.533333333,0.4,2.36E-09,1.70E-10
0.6,0.55,0.4,5.25E-08,3.37E-09
0.6,0.566666667,0.4,7.66E-07,3.55E-08
0.6,0.583333333,0.4,7.80E-06,4.99E-07
0.6,0.6,0.4,4.67E-05,2.21E-06
0.6,0.616666667,0.4,0.00016511,1.06E-05
0.6,0.633333333,0.4,0.000507577,3.25E-05
0.6,0.65,0.4,0.000949731,6.08E-05
0.6,0.666666667,0.4,0.001209102,7.74E-05
0.6,0.683333333,0.4,0.000953451,6.10E-05
0.6,0.7,0.4,0.000640751,4.10E-05
0.6,0.716666667,0.4,0.000388978,2.49E-05
0.6,0.733333333,0.4,0.000128522,8.23E-06
0.6,0.75,0.4,3.46E-05,2.21E-06
0.6,0.766666667,0.4,7.29E-06,4.66E-07
0.6,0.783333333,0.4,9.97E-07,6.38E-08
0.6,0.8,0.4,9.26E-08,5.93E-09
0.6,0.816666667,0.4,7.87E-09,5.03E-10
0.6,0.833333333,0.4,4.14E-10,2.66E-11
0.6,0.85,0.4,1.96E-11,1.26E-12
0.6,0.866666667,0.4,3.75E-13,2.41E-14
0.6375,0.55,0.4,6.30E-12,4.03E-13
0.6375,0.566666667,0.4,2.47E-10,1.57E-11
0.6375,0.583333333,0.4,6.70E-09,4.29E-10
0.6375,0.6,0.4,1.06E-07,6.78E-09
0.6375,0.616666667,0.4,7.98E-07,6.15E-08
0.6375,0.633333333,0.4,6.84E-06,4.38E-07
0.6375,0.65,0.4,3.22E-05,2.06E-06
0.6375,0.666666667,0.4,9.44E-05,6.04E-06
0.6375,0.683333333,0.4,0.000170536,1.09E-05
0.6375,0.7,0.4,0.000251619,1.61E-05
0.6375,0.716666667,0.4,0.00033084,2.12E-05
