A_physical,E_group,Yield_physical
86.00000002000002,3.000 MeV,1.0099999985393335
86.99999998000001,0.000 MeV,10.479643223017504
86.99999998000001,0.525 MeV,2.543824794909997
86.99999998000001,14.000 MeV,2.390518773032387
86.99999998000001,3.000 MeV,1.9900000019953334
88.00000000000001,0.000 MeV,14.06548760662086
88.00000000000001,0.525 MeV,3.4944007952234166
88.00000000000001,14.000 MeV,3.3809914638270246
88.00000000000001,3.000 MeV,3.300000003178667
88.99999996,0.000 MeV,4.733714311717878
88.99999996,0.525 MeV,4.373645508921187
88.99999996,14.000 MeV,4.179610197711007
89.00000002,0.000 MeV,19.981000000202002
89.00000002,3.000 MeV,4.490000004599667
89.99999998000001,0.000 MeV,27.400134312792243
89.99999998000001,0.525 MeV,5.465000888894613
89.99999998000001,14.000 MeV,4.729750705460653
89.99999998000001,3.000 MeV,5.445000001359001
91.00000000000001,0.000 MeV,26.782032943724982
91.00000000000001,0.525 MeV,5.733412398884923
91.00000000000001,14.000 MeV,4.856549857967841
91.00000000000001,3.000 MeV,2.590000000807
92.00000002000002,0.000 MeV,29.722488271152663
92.00000002000002,0.525 MeV,5.845951909415381
92.00000002000002,14.000 MeV,5.100545837882416
92.99999998000001,0.000 MeV,23.28300000521167
92.99999998000001,3.000 MeV,6.129999997034001
93.00000004,0.000 MeV,6.347601085906093
93.00000004,0.525 MeV,6.254005145536653
93.00000004,14.000 MeV,5.106994105641462
94.00000000000001,0.000 MeV,50.85111034765769
94.00000000000001,0.525 MeV,25.20065703083935
94.00000000000001,14.000 MeV,20.86293503454978
94.00000000000001,3.000 MeV,5.850000006223667
95.00000002000002,0.000 MeV,50.49282193501023
95.00000002000002,0.525 MeV,25.727915762479537
95.00000002000002,14.000 MeV,5.222421723348689
95.99999998,0.000 MeV,23.587086831301626
95.99999998,0.525 MeV,24.80974535512927
95.99999998,14.000 MeV,5.239359650888688
97.0,0.000 MeV,21.111033197677894
97.0,0.525 MeV,6.002863375721151
97.0,14.000 MeV,22.271388944407363
98.00000002,0.000 MeV,17.27008229100045
98.00000002,0.525 MeV,5.923693686492186
98.00000002,14.000 MeV,21.73336720682678
98.99999998000001,0.000 MeV,23.01999094269772
98.99999998000001,0.525 MeV,5.943140002638044
98.99999998000001,14.000 MeV,5.1821058692164135
100.0,0.000 MeV,41.816649669535295
100.0,0.525 MeV,6.298324383244079
100.0,14.000 MeV,3.9346068126455003
101.00000002,0.000 MeV,18.069619225555236
101.00000002,0.525 MeV,5.124245762123061
101.00000002,14.000 MeV,3.466665061733829
101.99999998000001,0.000 MeV,13.041359705215216
