Z,A,E,Yield,Error,Z_physical,A_physical,E_physical,Yield_physical,Error_physical,E_group
0.375,0.65,0.2,6.52e-18,3.26e-20,57.00000000000001,157.0,2.5300000659831888e-08,4.2225693333333336e-17,2.1112846666666669e-19,0.000 MeV
0.4125,0.283333333,0.2,0.0,0.0,58.0,134.99999998,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.4125,0.3,0.2,0.0,0.0,58.0,136.0,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.4125,0.316666667,0.2,0.0,0.0,58.0,137.00000002,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.4125,0.333333333,0.2,5.94e-11,2.96e-13,58.0,137.99999998,2.5300000659831888e-08,3.8469420000000004e-10,1.916994666666667e-12,0.000 MeV
0.4125,0.35,0.2,2.18e-10,8.34e-13,58.0,139.00000000000003,2.5300000659831888e-08,1.411840666666667e-09,5.401262e-12,0.000 MeV
0.4125,0.366666667,0.2,5.65e-08,2.83e-10,58.0,140.00000002000002,2.5300000659831888e-08,3.659128333333334e-07,1.8328023333333335e-09,0.000 MeV
0.4125,0.383333333,0.2,2.26e-06,7.86e-09,58.0,140.99999998,2.5300000659831888e-08,1.4636513333333335e-05,5.090398000000001e-08,0.000 MeV
0.4125,0.4,0.2,5.92e-05,2.11e-07,58.0,142.0,2.5300000659831888e-08,0.0003833989333333334,1.3665063333333335e-06,0.000 MeV
0.4125,0.416666667,0.2,0.000947753,3.5e-06,58.0,143.00000002000002,2.5300000659831888e-08,0.006137964345666667,2.266716666666667e-05,0.000 MeV
0.4125,0.433333333,0.2,0.009912749,3.56e-05,58.0,143.99999998,2.5300000659831888e-08,0.06419826677366668,0.00023055746666666668,0.000 MeV
0.4125,0.45,0.2,0.019027757,5.95e-05,58.0,145.00000000000003,2.5300000659831888e-08,0.12323009691766668,0.0003853418333333334,0.000 MeV
0.4125,0.466666667,0.2,0.065522724,0.000145907,58.0,146.00000002000002,2.5300000659831888e-08,0.42434700153200006,0.0009449423676666668,0.000 MeV
0.4125,0.483333333,0.2,0.057109522,0.000104149,58.0,146.99999998,2.5300000659831888e-08,0.3698603009793334,0.0006745036403333334,0.000 MeV
0.4125,0.5,0.2,0.186653919,0.000132444,58.0,148.0,2.5300000659831888e-08,1.2088329974170002,0.0008577514920000001,0.000 MeV
0.4125,0.516666667,0.2,0.094136245,8.15e-05,58.0,149.00000002000002,2.5300000659831888e-08,0.6096577013683334,0.0005278211666666667,0.000 MeV
0.4125,0.533333333,0.2,0.060580081,5.2e-05,58.0,149.99999998,2.5300000659831888e-08,0.3923367979163334,0.0003367693333333334,0.000 MeV
0.4125,0.55,0.2,0.014429727,5.39e-05,58.0,151.0,2.5300000659831888e-08,0.09345172196100002,0.0003490743666666667,0.000 MeV
0.4125,0.566666667,0.2,0.002918093,9.27e-06,58.0,152.00000002,2.5300000659831888e-08,0.01889854296566667,6.0035610000000006e-05,0.000 MeV
0.4125,0.583333333,0.2,0.000101682,3.86e-07,58.0,152.99999998,2.5300000659831888e-08,0.0006585265260000002,2.499864666666667e-06,0.000 MeV
0.4125,0.6,0.2,1.74e-05,7.34e-08,58.0,154.00000000000003,2.5300000659831888e-08,0.00011268820000000002,4.753628666666667e-07,0.000 MeV
0.4125,0.616666667,0.2,6.69e-07,2.78e-09,58.0,155.00000002000002,2.5300000659831888e-08,4.332667000000001e-06,1.8004206666666668e-08,0.000 MeV
0.4125,0.633333333,0.2,5.84e-09,2.22e-11,58.0,155.99999998,2.5300000659831888e-08,3.782178666666667e-08,1.4377460000000003e-10,0.000 MeV
0.4125,0.65,0.2,3.77e-12,1.34e-14,58.0,157.0,2.5300000659831888e-08,2.4415776666666673e-11,8.678286666666668e-14,0.000 MeV
0.4125,0.666666667,0.2,5.85e-13,2.92e-15,58.0,158.00000002000002,2.5300000659831888e-08,3.7886550000000005e-12,1.8910893333333335e-14,0.000 MeV
0.4125,0.683333333,0.2,1.15e-15,5.77e-18,58.0,158.99999998,2.5300000659831888e-08,7.447783333333334e-15,3.736844333333334e-17,0.000 MeV
0.4125,0.7,0.2,0.0,0.0,58.0,160.00000000000003,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.45,0.333333333,0.2,0.0,0.0,59.0,137.99999998,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.45,0.35,0.2,0.0,0.0,59.0,139.00000000000003,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.45,0.366666667,0.2,0.0,0.0,59.0,140.00000002000002,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.45,0.383333333,0.2,8.29e-11,4.14e-13,59.0,140.99999998,2.5300000659831888e-08,5.368880333333335e-10,2.6812020000000003e-12,0.000 MeV
0.45,0.4,0.2,4.18e-09,1.59e-11,59.0,142.0,2.5300000659831888e-08,2.7071073333333337e-08,1.0297370000000002e-10,0.000 MeV
0.45,0.416666667,0.2,5.36e-07,2.67e-09,59.0,143.00000002000002,2.5300000659831888e-08,3.471314666666667e-06,1.7291810000000003e-08,0.000 MeV
0.45,0.433333333,0.2,9.41e-06,2.55e-08,59.0,143.99999998,2.5300000659831888e-08,6.094229666666667e-05,1.6514650000000003e-07,0.000 MeV
0.45,0.45,0.2,6.41e-05,2.2e-07,59.0,145.00000000000003,2.5300000659831888e-08,0.0004151329666666667,1.4247933333333337e-06,0.000 MeV
0.45,0.466666667,0.2,0.000448232,1.49e-06,59.0,146.00000002000002,2.5300000659831888e-08,0.002902899842666667,9.649736666666667e-06,0.000 MeV
0.45,0.483333333,0.2,0.001986328,6.71e-06,59.0,146.99999998,2.5300000659831888e-08,0.012864122237333334,4.3456196666666675e-05,0.000 MeV
0.45,0.5,0.2,0.004286367,1.03e-05,59.0,148.0,2.5300000659831888e-08,0.027759941481000003,6.670623333333334e-05,0.000 MeV
0.45,0.516666667,0.2,0.042305868,8.74e-05,59.0,149.00000002000002,2.5300000659831888e-08,0.27398690312400004,0.0005660315333333334,0.000 MeV
0.45,0.533333333,0.2,0.033889253,5.24e-05,59.0,149.99999998,2.5300000659831888e-08,0.2194780988456667,0.0003393598666666667,0.000 MeV
0.45,0.55,0.2,0.049808369,5.69e-05,59.0,151.0,2.5300000659831888e-08,0.3225756004336667,0.0003685033666666667,0.000 MeV
0.45,0.566666667,0.2,0.016003562,2.62e-05,59.0,152.00000002,2.5300000659831888e-08,0.10364440203266667,0.00016967993333333336,0.000 MeV
0.45,0.583333333,0.2,0.004829778,1.15e-05,59.0,152.99999998,2.5300000659831888e-08,0.031279252254,7.447783333333334e-05,0.000 MeV
0.45,0.6,0.2,0.001090499,3.84e-06,59.0,154.00000000000003,2.5300000659831888e-08,0.007062435023666667,2.486912e-05,0.000 MeV
0.45,0.616666667,0.2,0.000260019,1e-06,59.0,155.00000002000002,2.5300000659831888e-08,0.0016839697170000002,6.4763333333333336e-06,0.000 MeV
0.45,0.633333333,0.2,5.8e-06,2.16e-08,59.0,155.99999998,2.5300000659831888e-08,3.756273333333334e-05,1.3988880000000003e-07,0.000 MeV
0.45,0.65,0.2,7.38e-08,2.62e-10,59.0,157.0,2.5300000659831888e-08,4.779534000000001e-07,1.6967993333333336e-09,0.000 MeV
0.45,0.666666667,0.2,5.88e-09,2.22e-11,59.0,158.00000002000002,2.5300000659831888e-08,3.8080840000000004e-08,1.4377460000000003e-10,0.000 MeV
0.45,0.683333333,0.2,1e-10,3.64e-13,59.0,158.99999998,2.5300000659831888e-08,6.476333333333335e-10,2.3573853333333338e-12,0.000 MeV
0.45,0.7,0.2,3.6e-12,1.79e-14,59.0,160.00000000000003,2.5300000659831888e-08,2.3314800000000003e-11,1.1592636666666668e-13,0.000 MeV
0.45,0.716666667,0.2,7.46e-15,3.74e-17,59.0,161.00000002000002,2.5300000659831888e-08,4.8313446666666675e-14,2.422148666666667e-16,0.000 MeV
0.45,0.733333333,0.2,7.66e-19,3.83e-21,59.0,161.99999998,2.5300000659831888e-08,4.960871333333334e-18,2.480435666666667e-20,0.000 MeV
0.4875,0.383333333,0.2,0.0,0.0,60.0,140.99999998,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.4875,0.4,0.2,0.0,0.0,60.0,142.0,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.4875,0.416666667,0.2,1.29e-11,6.47e-14,60.0,143.00000002000002,2.5300000659831888e-08,8.354470000000001e-11,4.1901876666666673e-13,0.000 MeV
0.4875,0.433333333,0.2,1.53e-09,7.67e-12,60.0,143.99999998,2.5300000659831888e-08,9.908790000000002e-09,4.967347666666667e-11,0.000 MeV
0.4875,0.45,0.2,8.23e-09,4.11e-11,60.0,145.00000000000003,2.5300000659831888e-08,5.330022333333334e-08,2.661773e-10,0.000 MeV
0.4875,0.466666667,0.2,2.89e-07,9.65e-10,60.0,146.00000002000002,2.5300000659831888e-08,1.8716603333333335e-06,6.249661666666668e-09,0.000 MeV
0.4875,0.483333333,0.2,6.01e-06,2.08e-08,60.0,146.99999998,2.5300000659831888e-08,3.892276333333334e-05,1.3470773333333335e-07,0.000 MeV
0.4875,0.5,0.2,0.000224589,8.2e-07,60.0,148.0,2.5300000659831888e-08,0.0014545132270000001,5.310593333333334e-06,0.000 MeV
0.4875,0.516666667,0.2,0.002207942,7.65e-06,60.0,149.00000002000002,2.5300000659831888e-08,0.014299368372666668,4.954395e-05,0.000 MeV
0.4875,0.533333333,0.2,0.004551123,1.34e-05,60.0,149.99999998,2.5300000659831888e-08,0.029474589589000004,8.678286666666668e-05,0.000 MeV
0.4875,0.55,0.2,0.011705057,2.79e-05,60.0,151.0,2.5300000659831888e-08,0.07580585081766668,0.0001806897,0.000 MeV
0.4875,0.566666667,0.2,0.021798538,2.67e-05,60.0,152.00000002,2.5300000659831888e-08,0.14117459826733333,0.00017291810000000002,0.000 MeV
0.4875,0.583333333,0.2,0.012352556,1.3e-05,60.0,152.99999998,2.5300000659831888e-08,0.07999927017466668,8.419233333333334e-05,0.000 MeV
0.4875,0.6,0.2,0.008629316,5.51e-06,60.0,154.00000000000003,2.5300000659831888e-08,0.05588632685466667,3.568459666666667e-05,0.000 MeV
0.4875,0.616666667,0.2,0.002657485,2.37e-06,60.0,155.00000002000002,2.5300000659831888e-08,0.017210758688333334,1.5348910000000002e-05,0.000 MeV
0.4875,0.633333333,0.2,0.000735123,9.63e-07,60.0,155.99999998,2.5300000659831888e-08,0.004760901589,6.236709e-06,0.000 MeV
0.4875,0.65,0.2,3.37e-05,8.25e-08,60.0,157.0,2.5300000659831888e-08,0.00021825243333333335,5.342975e-07,0.000 MeV
0.4875,0.666666667,0.2,1.17e-05,3.93e-08,60.0,158.00000002000002,2.5300000659831888e-08,7.57731e-05,2.5451990000000004e-07,0.000 MeV
0.4875,0.683333333,0.2,2.81e-07,1.02e-09,60.0,158.99999998,2.5300000659831888e-08,1.819849666666667e-06,6.605860000000001e-09,0.000 MeV
0.4875,0.7,0.2,2.18e-08,2.36e-10,60.0,160.00000000000003,2.5300000659831888e-08,1.4118406666666668e-07,1.5284146666666669e-09,0.000 MeV
0.4875,0.716666667,0.2,1.85e-10,9.28e-13,60.0,161.00000002000002,2.5300000659831888e-08,1.1981216666666668e-09,6.010037333333334e-12,0.000 MeV
0.4875,0.733333333,0.2,2.55e-13,1.27e-15,60.0,161.99999998,2.5300000659831888e-08,1.6514650000000004e-12,8.224943333333333e-15,0.000 MeV
0.4875,0.75,0.2,0.0,0.0,60.0,163.0,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.4875,0.766666667,0.2,0.0,0.0,60.0,164.00000002000002,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.525,0.433333333,0.2,0.0,0.0,61.00000000000001,143.99999998,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.525,0.45,0.2,0.0,0.0,61.00000000000001,145.00000000000003,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.525,0.466666667,0.2,5.94e-11,2.96e-13,61.00000000000001,146.00000002000002,2.5300000659831888e-08,3.8469420000000004e-10,1.916994666666667e-12,0.000 MeV
0.525,0.483333333,0.2,1.38e-09,6.92e-12,61.00000000000001,146.99999998,2.5300000659831888e-08,8.937340000000002e-09,4.481622666666667e-11,0.000 MeV
0.525,0.5,0.2,3.32e-08,1.24e-10,61.00000000000001,148.0,2.5300000659831888e-08,2.1501426666666669e-07,8.030653333333335e-10,0.000 MeV
0.525,0.516666667,0.2,9e-06,3.2e-08,61.00000000000001,149.00000002000002,2.5300000659831888e-08,5.8287000000000006e-05,2.072426666666667e-07,0.000 MeV
0.525,0.533333333,0.2,4.63e-06,1.55e-08,61.00000000000001,149.99999998,2.5300000659831888e-08,2.9985423333333335e-05,1.0038316666666668e-07,0.000 MeV
0.525,0.55,0.2,0.000157382,5.18e-07,61.00000000000001,151.0,2.5300000659831888e-08,0.0010192582926666668,3.3547406666666668e-06,0.000 MeV
0.525,0.566666667,0.2,0.000494829,1.69e-06,61.00000000000001,152.00000002,2.5300000659831888e-08,0.0032046775470000004,1.0945003333333334e-05,0.000 MeV
0.525,0.583333333,0.2,0.002247678,8.7e-06,61.00000000000001,152.99999998,2.5300000659831888e-08,0.014556711954,5.634410000000001e-05,0.000 MeV
0.525,0.6,0.2,0.001706432,5.43e-06,61.00000000000001,154.00000000000003,2.5300000659831888e-08,0.011051422442666667,3.516649e-05,0.000 MeV
0.525,0.616666667,0.2,0.001961332,3.1e-06,61.00000000000001,155.00000002000002,2.5300000659831888e-08,0.012702239809333335,2.0076633333333337e-05,0.000 MeV
0.525,0.633333333,0.2,0.001069547,1.82e-06,61.00000000000001,155.99999998,2.5300000659831888e-08,0.006926742887666667,1.1786926666666668e-05,0.000 MeV
0.525,0.65,0.2,0.000471702,8.65e-07,61.00000000000001,157.0,2.5300000659831888e-08,0.0030548993860000004,5.602028333333334e-06,0.000 MeV
0.525,0.666666667,0.2,0.000109199,3.08e-07,61.00000000000001,158.00000002000002,2.5300000659831888e-08,0.0007072091236666667,1.994710666666667e-06,0.000 MeV
0.525,0.683333333,0.2,2.42e-05,6.56e-08,61.00000000000001,158.99999998,2.5300000659831888e-08,0.00015672726666666667,4.2484746666666677e-07,0.000 MeV
0.525,0.7,0.2,2.13e-06,2.31e-08,61.00000000000001,160.00000000000003,2.5300000659831888e-08,1.3794590000000001e-05,1.496033e-07,0.000 MeV
0.525,0.716666667,0.2,1.53e-07,5.7e-10,61.00000000000001,161.00000002000002,2.5300000659831888e-08,9.908790000000002e-07,3.6915100000000006e-09,0.000 MeV
0.525,0.733333333,0.2,8.12e-10,8.88e-12,61.00000000000001,161.99999998,2.5300000659831888e-08,5.258782666666667e-09,5.750984e-11,0.000 MeV
0.525,0.75,0.2,9.33e-12,1.01e-13,61.00000000000001,163.0,2.5300000659831888e-08,6.042419000000001e-11,6.541096666666667e-13,0.000 MeV
0.525,0.766666667,0.2,1.87e-13,9.36e-16,61.00000000000001,164.00000002000002,2.5300000659831888e-08,1.2110743333333336e-12,6.061848000000001e-15,0.000 MeV
0.525,0.783333333,0.2,1.39e-14,6.96e-17,61.00000000000001,164.99999998,2.5300000659831888e-08,9.002103333333334e-14,4.507528000000001e-16,0.000 MeV
0.525,0.8,0.2,1.85e-17,9.25e-20,61.00000000000001,166.0,2.5300000659831888e-08,1.1981216666666666e-16,5.990608333333334e-19,0.000 MeV
0.5625,0.466666667,0.2,0.0,0.0,62.00000000000001,146.00000002000002,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.5625,0.483333333,0.2,0.0,0.0,62.00000000000001,146.99999998,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.5625,0.5,0.2,8.62e-12,4.31e-14,62.00000000000001,148.0,2.5300000659831888e-08,5.582599333333334e-11,2.791299666666667e-13,0.000 MeV
0.5625,0.516666667,0.2,2.66e-09,1.33e-11,62.00000000000001,149.00000002000002,2.5300000659831888e-08,1.722704666666667e-08,8.613523333333335e-11,0.000 MeV
0.5625,0.533333333,0.2,2.08e-09,1.04e-11,62.00000000000001,149.99999998,2.5300000659831888e-08,1.3470773333333335e-08,6.735386666666667e-11,0.000 MeV
0.5625,0.55,0.2,8.14e-08,2.67e-10,62.00000000000001,151.0,2.5300000659831888e-08,5.271735333333334e-07,1.7291810000000003e-09,0.000 MeV
0.5625,0.566666667,0.2,1.89e-06,6.64e-09,62.00000000000001,152.00000002,2.5300000659831888e-08,1.2240270000000002e-05,4.300285333333334e-08,0.000 MeV
0.5625,0.583333333,0.2,2.08e-05,6.76e-08,62.00000000000001,152.99999998,2.5300000659831888e-08,0.00013470773333333334,4.378001333333334e-07,0.000 MeV
0.5625,0.6,0.2,5.19e-05,2.2e-07,62.00000000000001,154.00000000000003,2.5300000659831888e-08,0.00033612170000000007,1.4247933333333337e-06,0.000 MeV
0.5625,0.616666667,0.2,8.34e-05,3.52e-07,62.00000000000001,155.00000002000002,2.5300000659831888e-08,0.0005401262,2.2796693333333333e-06,0.000 MeV
0.5625,0.633333333,0.2,0.000480877,1.6e-06,62.00000000000001,155.99999998,2.5300000659831888e-08,0.0031143197443333336,1.0362133333333334e-05,0.000 MeV
0.5625,0.65,0.2,0.000421596,9.04e-07,62.00000000000001,157.0,2.5300000659831888e-08,0.0027303962280000003,5.854605333333334e-06,0.000 MeV
0.5625,0.666666667,0.2,0.000372815,5.06e-07,62.00000000000001,158.00000002000002,2.5300000659831888e-08,0.0024144742116666666,3.277024666666667e-06,0.000 MeV
0.5625,0.683333333,0.2,0.000102113,1.14e-07,62.00000000000001,158.99999998,2.5300000659831888e-08,0.0006613178256666668,7.383020000000001e-07,0.000 MeV
0.5625,0.7,0.2,3.22e-05,1.79e-07,62.00000000000001,160.00000000000003,2.5300000659831888e-08,0.00020853793333333335,1.1592636666666668e-06,0.000 MeV
0.5625,0.716666667,0.2,4.51e-06,8.4e-09,62.00000000000001,161.00000002000002,2.5300000659831888e-08,2.9208263333333338e-05,5.440120000000001e-08,0.000 MeV
0.5625,0.733333333,0.2,2.67e-07,2.84e-09,62.00000000000001,161.99999998,2.5300000659831888e-08,1.7291810000000002e-06,1.839278666666667e-08,0.000 MeV
0.5625,0.75,0.2,9.25e-09,9.96e-11,62.00000000000001,163.0,2.5300000659831888e-08,5.990608333333334e-08,6.450428e-10,0.000 MeV
0.5625,0.766666667,0.2,7.98e-10,8.62e-12,62.00000000000001,164.00000002000002,2.5300000659831888e-08,5.168114000000001e-09,5.582599333333334e-11,0.000 MeV
0.5625,0.783333333,0.2,7.09e-11,7.57e-13,62.00000000000001,164.99999998,2.5300000659831888e-08,4.5917203333333337e-10,4.902584333333334e-12,0.000 MeV
0.5625,0.8,0.2,9.31e-13,4.65e-15,62.00000000000001,166.0,2.5300000659831888e-08,6.029466333333334e-12,3.011495e-14,0.000 MeV
0.5625,0.816666667,0.2,2.72e-15,1.36e-17,62.00000000000001,167.00000002,2.5300000659831888e-08,1.761562666666667e-14,8.807813333333334e-17,0.000 MeV
0.5625,0.833333333,0.2,0.0,0.0,62.00000000000001,167.99999998,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.6,0.516666667,0.2,0.0,0.0,63.0,149.00000002000002,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.6,0.533333333,0.2,0.0,0.0,63.0,149.99999998,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.6,0.55,0.2,1.46e-12,7.32e-15,63.0,151.0,2.5300000659831888e-08,9.455446666666669e-12,4.740676000000001e-14,0.000 MeV
0.6,0.566666667,0.2,6.81e-11,2.27e-13,63.0,152.00000002,2.5300000659831888e-08,4.410383000000001e-10,1.4701276666666669e-12,0.000 MeV
0.6,0.583333333,0.2,5.99e-09,3e-11,63.0,152.99999998,2.5300000659831888e-08,3.8793236666666676e-08,1.9429000000000003e-10,0.000 MeV
0.6,0.6,0.2,2.39e-08,7.64e-11,63.0,154.00000000000003,2.5300000659831888e-08,1.5478436666666667e-07,4.947918666666667e-10,0.000 MeV
0.6,0.616666667,0.2,1.78e-07,7.4e-10,63.0,155.00000002000002,2.5300000659831888e-08,1.1527873333333334e-06,4.792486666666667e-09,0.000 MeV
0.6,0.633333333,0.2,2.54e-06,9.64e-09,63.0,155.99999998,2.5300000659831888e-08,1.6449886666666668e-05,6.243185333333335e-08,0.000 MeV
0.6,0.65,0.2,2.27e-05,8.06e-08,63.0,157.0,2.5300000659831888e-08,0.00014701276666666667,5.219924666666667e-07,0.000 MeV
0.6,0.666666667,0.2,1.36e-05,5.06e-08,63.0,158.00000002000002,2.5300000659831888e-08,8.807813333333334e-05,3.277024666666667e-07,0.000 MeV
0.6,0.683333333,0.2,2.88e-05,8.61e-08,63.0,158.99999998,2.5300000659831888e-08,0.00018651840000000002,5.576123e-07,0.000 MeV
0.6,0.7,0.2,1.36e-05,1.35e-07,63.0,160.00000000000003,2.5300000659831888e-08,8.807813333333334e-05,8.743050000000002e-07,0.000 MeV
0.6,0.716666667,0.2,7.66e-06,9.62e-09,63.0,161.00000002000002,2.5300000659831888e-08,4.960871333333334e-05,6.230232666666667e-08,0.000 MeV
0.6,0.733333333,0.2,1.13e-06,8.99e-09,63.0,161.99999998,2.5300000659831888e-08,7.3182566666666675e-06,5.822223666666667e-08,0.000 MeV
0.6,0.75,0.2,3e-07,2.79e-09,63.0,163.0,2.5300000659831888e-08,1.9429e-06,1.806897e-08,0.000 MeV
0.6,0.766666667,0.2,3.2e-08,3.38e-10,63.0,164.00000002000002,2.5300000659831888e-08,2.072426666666667e-07,2.189000666666667e-09,0.000 MeV
0.6,0.783333333,0.2,1.23e-08,1.3e-10,63.0,164.99999998,2.5300000659831888e-08,7.965890000000001e-08,8.419233333333334e-10,0.000 MeV
0.6,0.8,0.2,4.32e-10,4.6e-12,63.0,166.0,2.5300000659831888e-08,2.797776e-09,2.9791133333333336e-11,0.000 MeV
0.6,0.816666667,0.2,1.5e-11,1.61e-13,63.0,167.00000002,2.5300000659831888e-08,9.714500000000002e-11,1.0426896666666667e-12,0.000 MeV
0.6,0.833333333,0.2,3.58e-13,1.79e-15,63.0,167.99999998,2.5300000659831888e-08,2.3185273333333336e-12,1.1592636666666668e-14,0.000 MeV
0.6,0.85,0.2,8.82e-15,4.42e-17,63.0,169.00000000000003,2.5300000659831888e-08,5.712126000000001e-14,2.862539333333334e-16,0.000 MeV
0.6,0.866666667,0.2,2.83e-17,1.42e-19,63.0,170.00000002000002,2.5300000659831888e-08,1.8328023333333336e-16,9.196393333333334e-19,0.000 MeV
0.6375,0.55,0.2,0.0,0.0,64.0,151.0,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.6375,0.566666667,0.2,0.0,0.0,64.0,152.00000002,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.6375,0.583333333,0.2,0.0,0.0,64.0,152.99999998,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.6375,0.6,0.2,9.68e-13,4.83e-15,64.0,154.00000000000003,2.5300000659831888e-08,6.2690906666666665e-12,3.128069e-14,0.000 MeV
0.6375,0.616666667,0.2,1.39e-11,6.95e-14,64.0,155.00000002000002,2.5300000659831888e-08,9.002103333333335e-11,4.501051666666667e-13,0.000 MeV
0.6375,0.633333333,0.2,2.36e-09,1.18e-11,64.0,155.99999998,2.5300000659831888e-08,1.5284146666666668e-08,7.642073333333335e-11,0.000 MeV
0.6375,0.65,0.2,6.27e-08,2.24e-10,64.0,157.0,2.5300000659831888e-08,4.060661e-07,1.4506986666666669e-09,0.000 MeV
0.6375,0.666666667,0.2,1.44e-07,5.44e-10,64.0,158.00000002000002,2.5300000659831888e-08,9.325920000000001e-07,3.5231253333333337e-09,0.000 MeV
0.6375,0.683333333,0.2,4.45e-07,1.62e-09,64.0,158.99999998,2.5300000659831888e-08,2.8819683333333336e-06,1.0491660000000001e-08,0.000 MeV
0.6375,0.7,0.2,1.29e-06,1.4e-08,64.0,160.00000000000003,2.5300000659831888e-08,8.35447e-06,9.066866666666667e-08,0.000 MeV
0.6375,0.716666667,0.2,8.49e-07,3.09e-09,64.0,161.00000002000002,2.5300000659831888e-08,5.4984070000000006e-06,2.0011870000000002e-08,0.000 MeV
0.6375,0.733333333,0.2,1.05e-06,8.82e-09,64.0,161.99999998,2.5300000659831888e-08,6.8001500000000004e-06,5.712126000000001e-08,0.000 MeV
0.6375,0.75,0.2,5.67e-07,3.52e-09,64.0,163.0,2.5300000659831888e-08,3.6720810000000005e-06,2.2796693333333336e-08,0.000 MeV
0.6375,0.766666667,0.2,2.29e-07,9.45e-10,64.0,164.00000002000002,2.5300000659831888e-08,1.4830803333333335e-06,6.120135e-09,0.000 MeV
0.6375,0.783333333,0.2,9e-08,5.39e-10,64.0,164.99999998,2.5300000659831888e-08,5.828700000000001e-07,3.490743666666667e-09,0.000 MeV
0.6375,0.8,0.2,2.58e-08,2.02e-10,64.0,166.0,2.5300000659831888e-08,1.6708940000000002e-07,1.3082193333333335e-09,0.000 MeV
0.6375,0.816666667,0.2,2.69e-09,2.86e-11,64.0,167.00000002,2.5300000659831888e-08,1.742133666666667e-08,1.8522313333333337e-10,0.000 MeV
0.6375,0.833333333,0.2,2.87e-10,3.06e-12,64.0,167.99999998,2.5300000659831888e-08,1.858707666666667e-09,1.981758e-11,0.000 MeV
0.6375,0.85,0.2,1.26e-11,1.34e-13,64.0,169.00000000000003,2.5300000659831888e-08,8.160180000000001e-11,8.678286666666669e-13,0.000 MeV
0.6375,0.866666667,0.2,3.57e-13,1.79e-15,64.0,170.00000002000002,2.5300000659831888e-08,2.3120510000000002e-12,1.1592636666666668e-14,0.000 MeV
0.6375,0.883333333,0.2,3.64e-14,1.82e-16,64.0,170.99999998,2.5300000659831888e-08,2.3573853333333336e-13,1.1786926666666668e-15,0.000 MeV
0.6375,0.9,0.2,1.85e-16,9.28e-19,64.0,172.0,2.5300000659831888e-08,1.1981216666666668e-15,6.010037333333334e-18,0.000 MeV
0.675,0.6,0.2,0.0,0.0,65.0,154.00000000000003,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.675,0.616666667,0.2,0.0,0.0,65.0,155.00000002000002,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.675,0.633333333,0.2,0.0,0.0,65.0,155.99999998,2.5300000659831888e-08,0.0,0.0,0.000 MeV
0.675,0.65,0.2,6.1e-12,3.04e-14,65.0,157.0,2.5300000659831888e-08,3.950563333333334e-11,1.9688053333333338e-13,0.000 MeV
0.675,0.666666667,0.2,9.3e-12,4.37e-14,65.0,158.00000002000002,2.5300000659831888e-08,6.02299e-11,2.830157666666667e-13,0.000 MeV
0.675,0.683333333,0.2,2.62e-10,9.57e-13,65.0,158.99999998,2.5300000659831888e-08,1.6967993333333336e-09,6.197851000000001e-12,0.000 MeV
0.675,0.7,0.2,4.63e-09,5.03e-11,65.0,160.00000000000003,2.5300000659831888e-08,2.998542333333334e-08,3.2575956666666667e-10,0.000 MeV
0.675,0.716666667,0.2,4.4e-09,1.64e-11,65.0,161.00000002000002,2.5300000659831888e-08,2.8495866666666667e-08,1.0621186666666667e-10,0.000 MeV
0.675,0.733333333,0.2,1.57e-08,1.71e-10,65.0,161.99999998,2.5300000659831888e-08,1.0167843333333335e-07,1.107453e-09,0.000 MeV
0.675,0.75,0.2,6.7e-08,7.18e-10,65.0,163.0,2.5300000659831888e-08,4.339143333333334e-07,4.650007333333334e-09,0.000 MeV
0.675,0.766666667,0.2,2.89e-08,3.07e-10,65.0,164.00000002000002,2.5300000659831888e-08,1.8716603333333336e-07,1.988234333333334e-09,0.000 MeV
0.675,0.783333333,0.2,4.35e-08,4.12e-10,65.0,164.99999998,2.5300000659831888e-08,2.817205e-07,2.668249333333334e-09,0.000 MeV
0.675,0.8,0.2,2.47e-08,1.99e-10,65.0,166.0,2.5300000659831888e-08,1.5996543333333335e-07,1.2887903333333336e-09,0.000 MeV
