Z_physical,A_physical,E_physical,E_norm,Yield_pred
27.0,65.99999998,5.0,0.2714285711962245,7.8017825e-07
27.0,65.99999998,6.0,0.28571428550775513,2.6854248e-06
27.0,65.99999998,7.0,0.2999999998192857,8.054192e-06
27.0,65.99999998,8.0,0.31428571413081635,1.5954052e-05
27.0,65.99999998,9.0,0.328571428442347,2.3867235e-05
27.0,65.99999998,10.0,0.3428571427538776,3.853922e-05
27.0,65.99999998,11.0,0.35714285706540816,8.100235e-05
27.0,65.99999998,12.0,0.3714285713769388,0.00016457259
27.0,65.99999998,13.0,0.38571428568846944,0.00023938046
27.0,65.99999998,14.0,0.4,0.00028499682
27.0,67.0,0.0,0.19999999963857143,1.4482185e-06
27.0,67.0,1.0,0.21428571395010204,3.3129613e-06
27.0,67.0,2.0,0.22857142826163265,7.38405e-06
27.0,67.0,3.0,0.24285714257316326,1.4535451e-05
27.0,67.0,4.0,0.2571428568846939,2.4276198e-05
27.0,67.0,5.0,0.2714285711962245,3.5636487e-05
27.0,67.0,6.0,0.28571428550775513,4.562785e-05
27.0,67.0,7.0,0.2999999998192857,5.1862626e-05
27.0,67.0,8.0,0.31428571413081635,5.8868176e-05
27.0,67.0,9.0,0.328571428442347,7.3865864e-05
27.0,67.0,10.0,0.3428571427538776,0.00010501468
27.0,67.0,11.0,0.35714285706540816,0.00015954337
27.0,67.0,12.0,0.3714285713769388,0.00023647453
27.0,67.0,13.0,0.38571428568846944,0.0003247191
27.0,67.0,14.0,0.4,0.00041781625
27.0,68.00000002,0.0,0.19999999963857143,1.2736962e-06
27.0,68.00000002,1.0,0.21428571395010204,9.827853e-07
27.0,68.00000002,2.0,0.22857142826163265,6.6694116e-07
27.0,68.00000002,3.0,0.24285714257316326,6.0040617e-07
27.0,68.00000002,4.0,0.2571428568846939,1.1615809e-06
27.0,68.00000002,5.0,0.2714285711962245,4.2383695e-06
27.0,68.00000002,6.0,0.28571428550775513,1.2488699e-05
27.0,68.00000002,7.0,0.2999999998192857,2.1468048e-05
27.0,68.00000002,8.0,0.31428571413081635,3.2525782e-05
27.0,68.00000002,9.0,0.328571428442347,4.904922e-05
27.0,68.00000002,10.0,0.3428571427538776,7.509015e-05
27.0,68.00000002,11.0,0.35714285706540816,0.00011682792
27.0,68.00000002,12.0,0.3714285713769388,0.00018318811
27.0,68.00000002,13.0,0.38571428568846944,0.00028497365
27.0,68.00000002,14.0,0.4,0.00042610013
27.0,69.00000004,0.0,0.19999999963857143,1.2567265e-06
27.0,69.00000004,1.0,0.21428571395010204,1.5464921e-06
27.0,69.00000004,2.0,0.22857142826163265,1.9211975e-06
27.0,69.00000004,3.0,0.24285714257316326,2.6680145e-06
27.0,69.00000004,4.0,0.2571428568846939,4.482245e-06
27.0,69.00000004,5.0,0.2714285711962245,8.563569e-06
27.0,69.00000004,6.0,0.28571428550775513,1.6082227e-05
27.0,69.00000004,7.0,0.2999999998192857,2.5828325e-05
27.0,69.00000004,8.0,0.31428571413081635,3.57867e-05
27.0,69.00000004,9.0,0.328571428442347,4.6744593e-05
27.0,69.00000004,10.0,0.3428571427538776,6.3117215e-05
27.0,69.00000004,11.0,0.35714285706540816,9.650415e-05
27.0,69.00000004,12.0,0.3714285713769388,0.0001723822
27.0,69.00000004,13.0,0.38571428568846944,0.00031375038
27.0,69.00000004,14.0,0.4,0.0005477092
27.0,70.0,0.0,0.19999999963857143,1.1835126e-06
27.0,70.0,1.0,0.21428571395010204,1.798568e-06
27.0,70.0,2.0,0.22857142826163265,2.6472096e-06
27.0,70.0,3.0,0.24285714257316326,4.3302302e-06
27.0,70.0,4.0,0.2571428568846939,7.808833e-06
27.0,70.0,5.0,0.2714285711962245,1.2497492e-05
27.0,70.0,6.0,0.28571428550775513,1.618415e-05
