Z,A,E,Yield,N,Z_parity,N_parity,parity_product,parity_category,Z_magic_prox,N_magic_prox,Z_magic_dist,N_magic_dist,Z_shell_closure,N_shell_closure,any_shell_closure,N_over_Z,symmetry_energy,mass_excess
-0.633333333,0.342857143,0.001619825,0.000806277,0.976190476,1.366666667,0.976190476,1.3341269841920635,OE,0.4203819072920266,0.8792954554760924,2.633333333,1.023809524,0,1,1,-1.541353383971567,1.888955024438465,1.6095238090000001
-0.633333333,0.342857143,0.001557831,0.000806277,0.976190476,1.366666667,0.976190476,1.3341269841920635,OE,0.4203819072920266,0.8792954554760924,2.633333333,1.023809524,0,1,1,-1.541353383971567,1.888955024438465,1.6095238090000001
-0.616666667,0.342857143,3.09e-05,3.09e-05,0.9595238099999999,1.383333333,0.9595238099999999,1.3273412701801586,OE,0.4250073719303652,0.875470502246375,2.616666667,1.0404761900000001,0,1,1,-1.555984555918207,1.8115244720054495,1.576190477
-0.766666667,0.342857143,3.09e-05,3.09e-05,1.10952381,1.233333333,1.10952381,1.3684126986301588,OE,0.3841852410010271,0.9082810665870141,2.766666667,0.89047619,0,1,1,-1.4472049689378854,2.5667328053782796,1.876190477
-0.75,0.342857143,9.26e-05,9.26e-05,1.092857143,1.25,1.092857143,1.36607142875,OE,0.38862789708956014,0.9048208018745428,2.75,0.907142857,0,1,1,-1.4571428573352763,2.4763392850664068,1.842857143
-0.733333333,0.342857143,0.00031165,0.000224822,1.076190476,1.266666667,1.076190476,1.3631746032920635,OE,0.39309467225021905,0.9013127224444525,2.733333333,0.9238095239999999,0,1,1,-1.4675324679417887,2.3875661351890436,1.809523809
-0.733333333,0.342857143,0.000247437,0.000224822,1.076190476,1.266666667,1.076190476,1.3631746032920635,OE,0.39309467225021905,0.9013127224444525,2.733333333,0.9238095239999999,0,1,1,-1.4675324679417887,2.3875661351890436,1.809523809
-0.733333333,0.342857143,0.000302033,0.000224822,1.076190476,1.266666667,1.076190476,1.3631746032920635,OE,0.39309467225021905,0.9013127224444525,2.733333333,0.9238095239999999,0,1,1,-1.4675324679417887,2.3875661351890436,1.809523809
-0.716666667,0.342857143,0.001775139,0.000808197,1.05952381,1.2833333329999999,1.05952381,1.3597222224801586,OE,0.3975852216380728,0.8977574487346656,2.716666667,0.94047619,0,1,1,-1.4784053155935022,2.300413360926746,1.776190477
-0.716666667,0.342857143,0.001967234,0.000808197,1.05952381,1.2833333329999999,1.05952381,1.3597222224801586,OE,0.3975852216380728,0.8977574487346656,2.716666667,0.94047619,0,1,1,-1.4784053155935022,2.300413360926746,1.776190477
-0.716666667,0.342857143,0.001625105,0.000808197,1.05952381,1.2833333329999999,1.05952381,1.3597222224801586,OE,0.3975852216380728,0.8977574487346656,2.716666667,0.94047619,0,1,1,-1.4784053155935022,2.300413360926746,1.776190477
-0.7,0.342857143,0.003647461,0.001363408,1.042857143,1.3,1.042857143,1.3557142859,OE,0.4020991923632704,0.8941556090936912,2.7,0.957142857,0,1,1,-1.489795918573557,2.2148809518211805,1.742857143
-0.7,0.342857143,0.003769183,0.001363408,1.042857143,1.3,1.042857143,1.3557142859,OE,0.4020991923632704,0.8941556090936912,2.7,0.957142857,0,1,1,-1.489795918573557,2.2148809518211805,1.742857143
-0.7,0.342857143,0.004331553,0.001363408,1.042857143,1.3,1.042857143,1.3557142859,OE,0.4020991923632704,0.8941556090936912,2.7,0.957142857,0,1,1,-1.489795918573557,2.2148809518211805,1.742857143
-0.683333333,0.342857143,0.00918631,0.002982375,1.026190476,1.316666667,1.026190476,1.3511507937420635,OE,0.4066362218742823,0.8905078408308275,2.683333333,0.973809524,0,1,1,-1.5017421607347547,2.1309689131501255,1.709523809
-0.683333333,0.342857143,0.008422757,0.002982375,1.026190476,1.316666667,1.026190476,1.3511507937420635,OE,0.4066362218742823,0.8905078408308275,2.683333333,0.973809524,0,1,1,-1.5017421607347547,2.1309689131501255,1.709523809
-0.683333333,0.342857143,0.009350417,0.002982375,1.026190476,1.316666667,1.026190476,1.3511507937420635,OE,0.4066362218742823,0.8905078408308275,2.683333333,0.973809524,0,1,1,-1.5017421607347547,2.1309689131501255,1.709523809
-0.666666667,0.342857143,0.013096215,0.003073674,1.00952381,1.3333333330000001,1.00952381,1.3460317463301588,OE,0.4111959387629985,0.8868147893572106,2.666666667,0.9904761900000001,0,1,1,-1.5142857142451285,2.048677249802469,1.676190477
-0.666666667,0.342857143,0.014226664,0.003073674,1.00952381,1.3333333330000001,1.00952381,1.3460317463301588,OE,0.4111959387629985,0.8868147893572106,2.666666667,0.9904761900000001,0,1,1,-1.5142857142451285,2.048677249802469,1.676190477
-0.666666667,0.342857143,0.012059718,0.003073674,1.00952381,1.3333333330000001,1.00952381,1.3460317463301588,OE,0.4111959387629985,0.8868147893572106,2.666666667,0.9904761900000001,0,1,1,-1.5142857142451285,2.048677249802469,1.676190477
-0.65,0.342857143,0.021804951,0.00438774,0.9928571429999999,1.35,0.9928571429999999,1.34035714305,OE,0.4157779635979132,0.8830771072757119,2.65,1.007142857,0,1,1,-1.5274725276946575,1.9680059519032123,1.642857143
