A_physical,E_physical,Yield_pred
86.99999998000001,6.0,2.9528432
86.99999998000001,7.0,2.806531
86.99999998000001,8.0,2.6009636
86.99999998000001,9.0,2.373146
86.99999998000001,10.0,2.1808486
86.99999998000001,11.0,2.0694225
86.99999998000001,12.0,1.9630669
86.99999998000001,13.0,1.7998638
86.99999998000001,14.0,1.5322282
88.00000000000001,0.0,3.4628825
88.00000000000001,1.0,3.5811512
88.00000000000001,2.0,3.6643012
88.00000000000001,3.0,3.7404175
88.00000000000001,4.0,3.8121922
88.00000000000001,5.0,3.8813462
88.00000000000001,6.0,3.933
88.00000000000001,7.0,3.9488983
88.00000000000001,8.0,3.8955414
88.00000000000001,9.0,3.7794406
88.00000000000001,10.0,3.7567916
88.00000000000001,11.0,3.8573532
88.00000000000001,12.0,3.826601
88.00000000000001,13.0,3.8739922
88.00000000000001,14.0,3.2197714
88.99999996,0.0,3.9480062
88.99999996,1.0,4.2629604
88.99999996,2.0,4.398959
88.99999996,3.0,4.409939
88.99999996,4.0,4.358646
88.99999996,5.0,4.222259
88.99999996,6.0,4.0945964
88.99999996,7.0,4.0128217
88.99999996,8.0,3.9232557
88.99999996,9.0,3.824156
88.99999996,10.0,3.8123863
88.99999996,11.0,3.7875779
88.99999996,12.0,3.5550244
88.99999996,13.0,3.2812846
88.99999996,14.0,3.0683804
89.99999998000001,0.0,5.312535
89.99999998000001,1.0,5.4793615
89.99999998000001,2.0,5.6109457
89.99999998000001,3.0,5.660326
89.99999998000001,4.0,5.5286665
89.99999998000001,5.0,5.17443
89.99999998000001,6.0,4.8063893
89.99999998000001,7.0,4.6200647
89.99999998000001,8.0,4.5489473
89.99999998000001,9.0,4.4650736
89.99999998000001,10.0,4.281515
89.99999998000001,11.0,3.9774492
89.99999998000001,12.0,3.6190264
89.99999998000001,13.0,3.2915745
89.99999998000001,14.0,3.0154305
91.00000000000001,0.0,6.2789226
91.00000000000001,1.0,6.4772024
91.00000000000001,2.0,6.527559
91.00000000000001,3.0,6.3833194
91.00000000000001,4.0,6.0268884
91.00000000000001,5.0,5.5694847
91.00000000000001,6.0,5.202175
91.00000000000001,7.0,4.9599595
91.00000000000001,8.0,4.797339
91.00000000000001,9.0,4.6846414
91.00000000000001,10.0,4.567985
91.00000000000001,11.0,4.4202614
91.00000000000001,12.0,4.235544
91.00000000000001,13.0,4.0762515
91.00000000000001,14.0,4.0197186
92.00000002000002,0.0,5.93489
92.00000002000002,1.0,6.27569
92.00000002000002,2.0,6.551978
92.00000002000002,3.0,6.764466
92.00000002000002,4.0,6.785181
92.00000002000002,5.0,6.500542
92.00000002000002,6.0,6.162545
92.00000002000002,7.0,5.8883524
92.00000002000002,8.0,5.662044
92.00000002000002,9.0,5.451433
92.00000002000002,10.0,5.2438555
92.00000002000002,11.0,5.035653
92.00000002000002,12.0,4.826839
92.00000002000002,13.0,4.587009
92.00000002000002,14.0,4.2278633
93.00000004,0.0,6.942129
93.00000004,1.0,7.2951427
93.00000004,2.0,7.570266
93.00000004,3.0,7.730506
93.00000004,4.0,7.750926
93.00000004,5.0,7.629681
93.00000004,6.0,7.341807
93.00000004,7.0,6.856258
93.00000004,8.0,6.2980905
93.00000004,9.0,5.797831
93.00000004,10.0,5.320716
93.00000004,11.0,4.859116
93.00000004,12.0,4.4631543
93.00000004,13.0,4.179375
93.00000004,14.0,4.0129457
94.00000000000001,0.0,6.410623
94.00000000000001,1.0,6.5515895
94.00000000000001,2.0,6.674719
94.00000000000001,3.0,6.808537
94.00000000000001,4.0,6.885789
94.00000000000001,5.0,6.757317
94.00000000000001,6.0,6.3592706
94.00000000000001,7.0,5.8972106
94.00000000000001,8.0,5.506831
94.00000000000001,9.0,5.1489224
94.00000000000001,10.0,4.808761
94.00000000000001,11.0,4.5099936
94.00000000000001,12.0,4.3254886
94.00000000000001,13.0,4.2501736
94.00000000000001,14.0,3.999248
95.00000002000002,0.0,6.3930116
95.00000002000002,1.0,6.6892304
95.00000002000002,2.0,6.8351398
95.00000002000002,3.0,6.8037434
95.00000002000002,4.0,6.72455
95.00000002000002,5.0,6.62457
95.00000002000002,6.0,6.428318
95.00000002000002,7.0,6.0672107
95.00000002000002,8.0,5.635469
95.00000002000002,9.0,5.2631984
95.00000002000002,10.0,4.9741244
95.00000002000002,11.0,4.8229237
95.00000002000002,12.0,4.7167773
95.00000002000002,13.0,4.5352144
95.00000002000002,14.0,4.253714
95.99999998,0.0,5.9147115
95.99999998,1.0,6.048953
95.99999998,2.0,6.278108
95.99999998,3.0,6.4909606
95.99999998,4.0,6.5936513
95.99999998,5.0,6.4877462
95.99999998,6.0,6.1404405
95.99999998,7.0,5.6941123
95.99999998,8.0,5.356369
95.99999998,9.0,5.0832906
95.99999998,10.0,4.8454804
95.99999998,11.0,4.653504
95.99999998,12.0,4.513664
95.99999998,13.0,4.449022
95.99999998,14.0,4.4163337
97.0,0.0,3.8496935
97.0,1.0,4.0642285
97.0,2.0,4.2776146
97.0,3.0,4.4693503
97.0,4.0,4.6368732
97.0,5.0,4.8202715
97.0,6.0,5.0794315
97.0,7.0,5.338464
97.0,8.0,5.4824038
97.0,9.0,5.47003
97.0,10.0,5.3265657
97.0,11.0,5.124914
97.0,12.0,4.891153
97.0,13.0,4.631668
97.0,14.0,4.5594873
98.00000002,0.0,4.339799
98.00000002,1.0,4.6583185
98.00000002,2.0,5.0500574
98.00000002,3.0,5.4259963
98.00000002,4.0,5.675303
98.00000002,5.0,5.717323
98.00000002,6.0,5.5632777
98.00000002,7.0,5.3454785
98.00000002,8.0,5.0788426
98.00000002,9.0,4.7874928
98.00000002,10.0,4.5170927
98.00000002,11.0,4.2350125
98.00000002,12.0,3.9880557
98.00000002,13.0,3.9777844
98.00000002,14.0,3.882592
98.99999998000001,0.0,5.3138447
98.99999998000001,1.0,5.9301605
98.99999998000001,2.0,6.1691637
98.99999998000001,3.0,6.3313494
98.99999998000001,4.0,6.4617963
98.99999998000001,5.0,6.5316176
98.99999998000001,6.0,6.4084296
