Z_physical,A_physical,E_physical,E_norm,Yield_pred
25.0,65.99999998,0.0,0.19999999963857143,7.6262874e-10
25.0,65.99999998,1.0,0.21428571395010204,9.420745e-10
25.0,65.99999998,2.0,0.22857142826163265,1.2698034e-09
25.0,65.99999998,3.0,0.24285714257316326,1.9679416e-09
25.0,65.99999998,4.0,0.2571428568846939,3.483674e-09
25.0,65.99999998,5.0,0.2714285711962245,6.7715558e-09
25.0,65.99999998,6.0,0.28571428550775513,1.3740456e-08
25.0,65.99999998,7.0,0.2999999998192857,2.8224807e-08
25.0,65.99999998,8.0,0.31428571413081635,5.68725e-08
25.0,65.99999998,9.0,0.328571428442347,1.0639807e-07
25.0,65.99999998,10.0,0.3428571427538776,1.7669004e-07
25.0,65.99999998,11.0,0.35714285706540816,2.7438767e-07
25.0,65.99999998,12.0,0.3714285713769388,4.3370378e-07
25.0,65.99999998,13.0,0.38571428568846944,7.473648e-07
25.0,65.99999998,14.0,0.4,1.4036705e-06
25.0,67.0,0.0,0.19999999963857143,2.9468048e-09
25.0,67.0,1.0,0.21428571395010204,5.2118647e-09
25.0,67.0,2.0,0.22857142826163265,8.622176e-09
25.0,67.0,3.0,0.24285714257316326,1.34365905e-08
25.0,67.0,4.0,0.2571428568846939,2.0313028e-08
25.0,67.0,5.0,0.2714285711962245,3.102705e-08
25.0,67.0,6.0,0.28571428550775513,4.9614975e-08
25.0,67.0,7.0,0.2999999998192857,8.352543e-08
25.0,67.0,8.0,0.31428571413081635,1.4594347e-07
25.0,67.0,9.0,0.328571428442347,2.606717e-07
25.0,67.0,10.0,0.3428571427538776,4.6113067e-07
25.0,67.0,11.0,0.35714285706540816,7.278777e-07
25.0,67.0,12.0,0.3714285713769388,1.1474358e-06
25.0,67.0,13.0,0.38571428568846944,2.1864969e-06
25.0,67.0,14.0,0.4,3.970285e-06
25.0,68.00000002,0.0,0.19999999963857143,3.2678252e-10
25.0,68.00000002,1.0,0.21428571395010204,4.530445e-10
25.0,68.00000002,2.0,0.22857142826163265,7.018484e-10
25.0,68.00000002,3.0,0.24285714257316326,1.226964e-09
25.0,68.00000002,4.0,0.2571428568846939,2.4107552e-09
25.0,68.00000002,5.0,0.2714285711962245,5.1876055e-09
25.0,68.00000002,6.0,0.28571428550775513,1.1892207e-08
25.0,68.00000002,7.0,0.2999999998192857,2.8327342e-08
25.0,68.00000002,8.0,0.31428571413081635,6.773917e-08
25.0,68.00000002,9.0,0.328571428442347,1.3342895e-07
25.0,68.00000002,10.0,0.3428571427538776,2.9128876e-07
25.0,68.00000002,11.0,0.35714285706540816,6.8977124e-07
25.0,68.00000002,12.0,0.3714285713769388,1.3492481e-06
25.0,68.00000002,13.0,0.38571428568846944,2.5123209e-06
25.0,68.00000002,14.0,0.4,4.327801e-06
25.0,69.00000004,0.0,0.19999999963857143,4.621765e-11
25.0,69.00000004,1.0,0.21428571395010204,6.121578e-11
25.0,69.00000004,2.0,0.22857142826163265,9.0064914e-11
25.0,69.00000004,3.0,0.24285714257316326,1.4739777e-10
25.0,69.00000004,4.0,0.2571428568846939,2.69289e-10
25.0,69.00000004,5.0,0.2714285711962245,5.5236193e-10
25.0,69.00000004,6.0,0.28571428550775513,1.2614678e-09
25.0,69.00000004,7.0,0.2999999998192857,3.0898042e-09
25.0,69.00000004,8.0,0.31428571413081635,7.776215e-09
25.0,69.00000004,9.0,0.328571428442347,1.9314886e-08
25.0,69.00000004,10.0,0.3428571427538776,4.3854733e-08
25.0,69.00000004,11.0,0.35714285706540816,8.024739e-08
25.0,69.00000004,12.0,0.3714285713769388,1.7735206e-07
25.0,69.00000004,13.0,0.38571428568846944,3.7101023e-07
25.0,69.00000004,14.0,0.4,6.575873e-07
25.0,70.0,0.0,0.19999999963857143,4.5132353e-12
25.0,70.0,1.0,0.21428571395010204,6.4665578e-12
25.0,70.0,2.0,0.22857142826163265,9.80662e-12
25.0,70.0,3.0,0.24285714257316326,1.5920551e-11
25.0,70.0,4.0,0.2571428568846939,2.776683e-11
25.0,70.0,5.0,0.2714285711962245,5.171197e-11
25.0,70.0,6.0,0.28571428550775513,1.0264575e-10
25.0,70.0,7.0,0.2999999998192857,2.17067e-10
25.0,70.0,8.0,0.31428571413081635,4.8058135e-10
25.0,70.0,9.0,0.328571428442347,1.0634676e-09
25.0,70.0,10.0,0.3428571427538776,2.260899e-09
25.0,70.0,11.0,0.35714285706540816,4.4808077e-09
25.0,70.0,12.0,0.3714285713769388,8.126581e-09
25.0,70.0,13.0,0.38571428568846944,1.35040645e-08
25.0,70.0,14.0,0.4,2.0800227e-08
25.0,71.00000002000002,0.0,0.19999999963857143,8.684282e-12
25.0,71.00000002000002,1.0,0.21428571395010204,1.0961081e-11
25.0,71.00000002000002,2.0,0.22857142826163265,1.3744979e-11
25.0,71.00000002000002,3.0,0.24285714257316326,1.7492379e-11
25.0,71.00000002000002,4.0,0.2571428568846939,2.2995711e-11
25.0,71.00000002000002,5.0,0.2714285711962245,3.1691105e-11
25.0,71.00000002000002,6.0,0.28571428550775513,4.6154164e-11
25.0,71.00000002000002,7.0,0.2999999998192857,7.0543016e-11
25.0,71.00000002000002,8.0,0.31428571413081635,1.12054116e-10
25.0,71.00000002000002,9.0,0.328571428442347,1.8288969e-10
25.0,71.00000002000002,10.0,0.3428571427538776,3.0213013e-10
25.0,71.00000002000002,11.0,0.35714285706540816,4.9112614e-10
25.0,71.00000002000002,12.0,0.3714285713769388,7.653526e-10
25.0,71.00000002000002,13.0,0.38571428568846944,1.123448e-09
25.0,71.00000002000002,14.0,0.4,1.5449575e-09
25.0,71.99999998000001,0.0,0.19999999963857143,1.4097432e-11
25.0,71.99999998000001,1.0,0.21428571395010204,1.6938955e-11
25.0,71.99999998000001,2.0,0.22857142826163265,1.9685644e-11
25.0,71.99999998000001,3.0,0.24285714257316326,2.2374899e-11
25.0,71.99999998000001,4.0,0.2571428568846939,2.5089366e-11
25.0,71.99999998000001,5.0,0.2714285711962245,2.7956696e-11
25.0,71.99999998000001,6.0,0.28571428550775513,3.1144823e-11
25.0,71.99999998000001,7.0,0.2999999998192857,3.4849602e-11
25.0,71.99999998000001,8.0,0.31428571413081635,3.9151873e-11
25.0,71.99999998000001,9.0,0.328571428442347,4.423356e-11
25.0,71.99999998000001,10.0,0.3428571427538776,5.0382292e-11
25.0,71.99999998000001,11.0,0.35714285706540816,5.7816564e-11
25.0,71.99999998000001,12.0,0.3714285713769388,6.677733e-11
25.0,71.99999998000001,13.0,0.38571428568846944,7.748923e-11
25.0,71.99999998000001,14.0,0.4,8.9634467e-11
25.0,73.00000000000001,0.0,0.19999999963857143,-5.9273398e-12
25.0,73.00000000000001,1.0,0.21428571395010204,-5.784559e-12
25.0,73.00000000000001,2.0,0.22857142826163265,-5.6323297e-12
25.0,73.00000000000001,3.0,0.24285714257316326,-5.4712628e-12
25.0,73.00000000000001,4.0,0.2571428568846939,-5.294374e-12
25.0,73.00000000000001,5.0,0.2714285711962245,-5.0890945e-12
25.0,73.00000000000001,6.0,0.28571428550775513,-4.838859e-12
25.0,73.00000000000001,7.0,0.2999999998192857,-4.5180045e-12
25.0,73.00000000000001,8.0,0.31428571413081635,-4.0867357e-12
25.0,73.00000000000001,9.0,0.328571428442347,-3.4817934e-12
25.0,73.00000000000001,10.0,0.3428571427538776,-2.6293735e-12
25.0,73.00000000000001,11.0,0.35714285706540816,-1.4822682e-12
25.0,73.00000000000001,12.0,0.3714285713769388,-2.8139983e-14
25.0,73.00000000000001,13.0,0.38571428568846944,1.6957514e-12
25.0,73.00000000000001,14.0,0.4,3.5958049e-12
26.0,65.99999998,0.0,0.19999999963857143,2.8630467e-08
26.0,65.99999998,1.0,0.21428571395010204,5.53665e-08
26.0,65.99999998,2.0,0.22857142826163265,1.0566819e-07
26.0,65.99999998,3.0,0.24285714257316326,1.9754157e-07
26.0,65.99999998,4.0,0.2571428568846939,3.6682596e-07
