Z,A,E,Yield,Error,N,Z_parity,N_parity,parity_product,parity_category,Z_magic_prox,N_magic_prox,Z_magic_dist,N_magic_dist,Z_shell_closure,N_shell_closure,any_shell_closure,N_over_Z,symmetry_energy,mass_excess
-0.75,-0.7,0.2,3.72e-12,1.87e-14,0.050000000000000044,1.25,0.050000000000000044,0.06250000000000006,OE,0.38862789708956014,0.6220613754483968,2.75,1.95,0,1,1,-0.06666666666675561,-0.22857142857142862,0.8
-0.75,-0.683333333,0.2,1.57e-13,7.86e-16,0.06666666700000001,1.25,0.06666666700000001,0.08333333375000002,OE,0.38862789708956014,0.6271238963482465,2.75,1.933333333,0,1,1,-0.08888888933345186,-0.2440040653588638,0.816666667
-0.75,-0.666666667,0.2,3.06e-15,1.53e-17,0.08333333300000001,1.25,0.08333333300000001,0.10416666625000001,OE,0.38862789708956014,0.6321839553083497,2.75,1.9166666669999999,0,1,1,-0.11111111066681482,-0.26041666632812505,0.833333333
-0.7125,-0.866666667,0.2,1.04e-09,1.09e-11,-0.15416666699999992,1.2875,1.845833333,2.3765104162375,OE,0.398711532662181,0.5601137142069949,2.7125,2.154166667,0,0,0,0.21637426947398777,-0.08992387806317034,0.5583333330000001
-0.7125,-0.85,0.2,1.3e-08,1.3e-10,-0.13749999999999996,1.2875,1.8625,2.3979687500000004,OE,0.398711532662181,0.5651504067453906,2.7125,2.1375,0,0,0,0.19298245614062165,-0.09724264705882354,0.5750000000000001
-0.7125,-0.833333333,0.2,5.53e-08,3.78e-10,-0.12083333299999999,1.2875,1.879166667,2.4194270837625003,OE,0.398711532662181,0.570192952706831,2.7125,2.120833333,0,0,0,0.16959064280725553,-0.10502083349367501,0.591666667
-0.7125,-0.816666666,0.2,1.61e-07,9.09e-10,-0.10416666600000002,1.2875,1.895833334,2.440885417525,OE,0.398711532662181,0.5752407077997014,2.7125,2.1041666660000002,0,0,0,0.14619882947388943,-0.11328656496662849,0.608333334
-0.7125,-0.8,0.2,4.57e-07,1.33e-09,-0.08750000000000002,1.2875,1.9125,2.4623437500000005,OE,0.398711532662181,0.5802930208297888,2.7125,2.0875,0,0,0,0.12280701754403203,-0.1220703125,0.625
-0.7125,-0.783333333,0.2,8.28e-07,4.88e-09,-0.07083333299999994,1.2875,1.929166667,2.4838020837625003,OE,0.398711532662181,0.5853492350420336,2.7125,2.070833333,0,0,0,0.09941520421066576,-0.13140514203641357,0.6416666670000001
-0.7125,-0.766666667,0.2,1.92e-06,1.27e-08,-0.054166666999999946,1.2875,1.945833333,2.5052604162375003,OE,0.398711532662181,0.5904086861304286,2.7125,2.054166667,0,0,0,0.07602339228080837,-0.14132699254906075,0.6583333330000001
-0.7125,-0.75,0.2,3.12e-07,1.27e-09,-0.03749999999999998,1.2875,1.9625,2.52671875,OE,0.398711532662181,0.5954707048007615,2.7125,2.0375,0,0,0,0.052631578947442255,-0.151875,0.675
-0.7125,-0.733333333,0.2,1.41e-07,5.71e-10,-0.02083333300000001,1.2875,1.9791666669999999,2.5481770837625,OE,0.398711532662181,0.6005346147855674,2.7125,2.020833333,0,0,0,0.029239765614076138,-0.16309185629193568,0.691666667
-0.7125,-0.716666667,0.2,1.95e-07,7.32e-10,-0.004166667000000013,1.2875,1.995833333,2.5696354162375004,OE,0.398711532662181,0.6055997338972,2.7125,2.004166667,0,0,0,0.0058479536842187515,-0.17502422456006625,0.708333333
-0.7125,-0.7,0.2,5.1e-08,1.93e-10,0.012500000000000067,1.2875,0.012500000000000067,0.016093750000000087,OE,0.398711532662181,0.6106653750863674,2.7125,1.9874999999999998,0,1,1,-0.017543859649147522,-0.18772321428571434,0.7250000000000001
-0.7125,-0.683333333,0.2,1.39e-08,4.89e-11,0.029166667000000035,1.2875,0.029166667000000035,0.03755208376250005,OE,0.398711532662181,0.6157308447683305,2.7125,1.9708333329999999,0,1,1,-0.04093567298251364,-0.2012449189782496,0.7416666670000001
